DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
130317536,08/01/2013,07/28/2013,1500,03,Southwest,0333,310,BURGLARY,0358 1609 0321,62,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400    WELLINGTON                   RD,,"(34.0256, -118.3384)"
130317579,08/02/2013,08/02/2013,0900,03,Southwest,0391,310,BURGLARY,0344 0321 1607,63,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500    DON FELIPE                   DR,,"(34.0067, -118.3532)"
130317641,08/03/2013,07/01/2013,1200,03,Southwest,0363,310,BURGLARY,0344 1607 1602,51,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    BUCKINGHAM                   RD,,"(34.0121, -118.3423)"
130317643,08/03/2013,07/09/2013,1700,03,Southwest,0362,310,BURGLARY,0344 1602 0321,60,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4600    MARTIN LUTHER KING JR        BL,,"(34.0183, -118.3469)"
130317645,08/03/2013,07/31/2013,1700,03,Southwest,0398,310,BURGLARY,0344 1607 1602,45,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 W  42ND                         ST,,"(34.007, -118.2857)"
130317687,08/04/2013,08/04/2013,0330,03,Southwest,0393,310,BURGLARY,0342 0344,50,M,B,501,SINGLE FAMILY DWELLING,310,CONCRETE BLOCK/BRICK,IC,Invest Cont,310,,,,4300    8TH                          AV,,"(34.0055, -118.3257)"
130317688,08/04/2013,08/04/2013,1000,03,Southwest,0311,310,BURGLARY,0321 0344,74,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2900    THURMAN                      AV,,"(34.0283, -118.3692)"
130317729,08/05/2013,08/02/2013,0900,03,Southwest,0392,310,BURGLARY,0321 0358,75,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500    10TH                         AV,,"(34.0028, -118.3281)"
130317839,08/07/2013,08/06/2013,2330,03,Southwest,0328,310,BURGLARY,0344 1251,22,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800 W  28TH                         ST,,"(34.0278, -118.281)"
130318004,08/10/2013,03/11/2013,2100,03,Southwest,0305,310,BURGLARY,0344,70,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2500    BUCKINGHAM                   RD,,"(34.0335, -118.3396)"
130318072,08/11/2013,08/09/2013,1330,03,Southwest,0341,310,BURGLARY,0344 1609 0321,56,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900 S  BURNSIDE                     AV,,"(34.017, -118.3644)"
130318104,08/12/2013,08/09/2013,0500,03,Southwest,0328,310,BURGLARY,0344 0321,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 W  28TH                         ST,,"(34.0283, -118.2822)"
130318117,08/12/2013,08/12/2013,1200,03,Southwest,0375,310,BURGLARY,0344 0358 1607 1609,32,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900 W  39TH                         PL,,"(34.0137, -118.3152)"
130318173,08/12/2013,06/28/2013,2100,03,Southwest,0336,310,BURGLARY,0358 0344,44,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2200 W  28TH                         ST,,"(34.03, -118.3152)"
130318174,08/13/2013,08/12/2013,0930,03,Southwest,0311,310,BURGLARY,0358 0352 1605,63,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000 S  GENESEE                      AV,,"(34.0282, -118.3709)"
130318175,08/13/2013,08/13/2013,1200,03,Southwest,0353,310,BURGLARY,1609 1202,61,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    WELLINGTON                   RD,,"(34.02, -118.3383)"
130318229,08/14/2013,08/14/2013,0300,03,Southwest,0374,310,BURGLARY,1607 0344,44,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900 S  VAN NESS                     AV,,"(34.0146, -118.3171)"
130318261,08/14/2013,08/14/2013,1720,03,Southwest,0397,310,BURGLARY,0344 1606,54,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200 S  BUDLONG                      AV,,"(34.0073, -118.2959)"
130318306,08/15/2013,08/15/2013,0930,03,Southwest,0332,310,BURGLARY,0344,24,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400    HILLCREST                    DR,,"(34.0256, -118.3429)"
130318421,08/17/2013,08/08/2013,1615,03,Southwest,0373,310,BURGLARY,1607 0344,36,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900 S  BRONSON                      AV,,"(34.0146, -118.3338)"
130318556,08/19/2013,08/19/2013,0330,03,Southwest,0325,310,BURGLARY,1607 0344,31,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400 W  28TH                         ST,,"(34.0296, -118.2915)"
130318579,08/19/2013,08/15/2013,1000,03,Southwest,0395,310,BURGLARY,1607 0344,38,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500 W  42ND                         PL,,"(34.0061, -118.3051)"
130318591,08/19/2013,08/19/2013,0630,03,Southwest,0374,310,BURGLARY,1607 0344,73,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    ROXTON                       AV,,"(34.0146, -118.3213)"
130318683,08/21/2013,05/21/2013,0800,03,Southwest,0373,310,BURGLARY,1607 0344,18,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3100    RODEO                        RD,,"(34.0204, -118.33)"
130318715,08/21/2013,08/17/2013,0800,03,Southwest,0391,310,BURGLARY,1607 0344,46,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    DON TOMASO                   DR,,"(34.0055, -118.3458)"
130318716,08/21/2013,08/21/2013,0845,03,Southwest,0308,310,BURGLARY,1607 0344 0321,24,F,A,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,1000 W  25TH                         ST,,"(34.0326, -118.2826)"
130318769,08/21/2013,08/18/2013,1500,03,Southwest,0311,310,BURGLARY,1607 0344,49,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800 S  COCHRAN                      AV,,"(34.0289, -118.3598)"
130318790,08/23/2013,08/22/2013,1630,03,Southwest,0391,310,BURGLARY,0344,55,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    DON ALEGRE                   PL,,"(34.0098, -118.3516)"
130319036,08/26/2013,08/25/2013,2345,03,Southwest,0328,310,BURGLARY,0344 1607 1602,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,600 W  28TH                         ST,,"(34.0261, -118.2773)"
130319148,08/28/2013,08/28/2013,0900,03,Southwest,0391,310,BURGLARY,1607 0344,46,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    DON TOMASO                   DR,,"(34.0055, -118.3458)"
130319181,08/29/2013,08/29/2013,0100,03,Southwest,0319,310,BURGLARY,1607 0344,26,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2100    BONSALLO                     AV,,"(34.0336, -118.2768)"
130319236,08/28/2013,08/28/2013,1245,03,Southwest,0341,310,BURGLARY,1606 0344 0352,39,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5600    BRUSHTON                     ST,,"(34.0178, -118.3675)"
130319266,08/28/2013,08/28/2013,0950,03,Southwest,0341,310,BURGLARY,1607 0344 0352,43,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800 S  SYCAMORE                     AV,,"(34.0183, -118.3569)"
130319300,08/30/2013,08/16/2013,1200,03,Southwest,0376,310,BURGLARY,1202 0344,80,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    HALLDALE                     AV,,"(34.0155, -118.3023)"
130319301,08/30/2013,08/30/2013,1830,03,Southwest,0354,310,BURGLARY,0349 1601 0358,48,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3500    4TH                          AV,,"(34.0241, -118.3212)"
130319302,08/30/2013,08/30/2013,0930,03,Southwest,0353,310,BURGLARY,0358 1609 0344 1202,60,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700 S  VICTORIA                     AV,,"(34.0199, -118.3363)"
130319315,08/31/2013,08/30/2013,1945,03,Southwest,0327,310,BURGLARY,0344,22,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800 S  HOOVER                       ST,,"(34.029, -118.284)"
130319464,09/01/2013,09/01/2013,2000,03,Southwest,0325,310,BURGLARY,1202 1607 0358 0314 0416,69,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500 W  28TH                         ST,,"(34.0296, -118.2937)"
130319465,09/02/2013,09/02/2013,1415,03,Southwest,0357,310,BURGLARY,1607 0358,21,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  37TH                         ST,,"(34.021, -118.2944)"
130319498,09/03/2013,09/03/2013,0100,03,Southwest,0325,310,BURGLARY,1606 0344,20,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2700    MENLO                        AV,,"(34.0304, -118.2903)"
130319565,09/03/2013,09/03/2013,1000,03,Southwest,0391,310,BURGLARY,1609 0344,56,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4700    DON ZAREMBO                  DR,,"(34.0035, -118.3565)"
130319732,09/06/2013,09/06/2013,1150,03,Southwest,0394,310,BURGLARY,0358,65,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4300    3RD                          AV,,"(34.0055, -118.3204)"
130319734,09/06/2013,09/06/2013,0830,03,Southwest,0374,310,BURGLARY,0344 0321,45,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    HEPBURN                      AV,,"(34.0146, -118.3251)"
130319889,09/09/2013,09/09/2013,1120,03,Southwest,0375,310,BURGLARY,1607 0321 0344 0906 1414,48,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  39TH                         ST,,"(34.0147, -118.3132)"
130319940,09/10/2013,09/10/2013,0150,03,Southwest,0377,310,BURGLARY,2000 0913 0408 0314,32,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,310,,,,1200    EXPOSITION                   BL,,"(34.0182, -118.2974)"
130319996,09/11/2013,09/11/2013,0900,03,Southwest,0332,310,BURGLARY,0314,22,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    EXPOSITION                   BL,,"(34.0236, -118.3411)"
130320039,09/11/2013,09/11/2013,1558,03,Southwest,0391,310,BURGLARY,1607 0358,55,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4400    DON FELIPE                   DR,,"(34.0067, -118.3511)"
130320075,09/12/2013,09/12/2013,0745,03,Southwest,0363,310,BURGLARY,0321,51,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4300    SANTO TOMAS                  DR,,"(34.0107, -118.3466)"
130320189,09/14/2013,09/13/2013,1200,03,Southwest,0341,310,BURGLARY,0344,21,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3600 S  LA CIENEGA                   BL,,"(34.0217, -118.3723)"
130320197,09/13/2013,09/08/2013,1330,03,Southwest,0391,310,BURGLARY,0344,61,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500    DON MILAGRO                  DR,,"(34.0083, -118.3532)"
130320241,09/14/2013,09/13/2013,0830,03,Southwest,0312,310,BURGLARY,0344 0321,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5200    BLACKWELDER                  ST,,"(34.0269, -118.3575)"
130320435,09/16/2013,09/16/2013,0830,03,Southwest,0391,310,BURGLARY,0344 1402 0325 0358,68,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4200    HILLCREST                    DR,,"(34.0091, -118.3507)"
130320616,09/18/2013,09/18/2013,0100,03,Southwest,0395,310,BURGLARY,1607 0344,26,M,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200 S  HARVARD                      BL,,"(34.0073, -118.3067)"
130320626,09/19/2013,09/19/2013,1300,03,Southwest,0394,310,BURGLARY,0400 0444 0321 0344,60,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,4300    3RD                          AV,,"(34.0055, -118.3204)"
130320756,09/20/2013,09/20/2013,1230,03,Southwest,0397,310,BURGLARY,1607 0344,60,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200 S  BUDLONG                      AV,,"(34.0073, -118.2959)"
130320820,09/20/2013,09/20/2013,0920,03,Southwest,0373,310,BURGLARY,0344,38,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    MC CLUNG                     DR,,"(34.0144, -118.3338)"
130320821,09/20/2013,09/20/2013,1930,03,Southwest,0313,310,BURGLARY,0358 0344 0352,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2500    13TH                         AV,,"(34.0343, -118.3319)"
130320823,09/22/2013,09/21/2013,0900,03,Southwest,0331,310,BURGLARY,1602 0352 0344,28,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2700 S  HARCOURT                     AV,,"(34.0305, -118.3475)"
130320871,09/22/2013,09/20/2013,0715,03,Southwest,0334,310,BURGLARY,0344 1609,52,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2600 S  BRONSON                      AV,,"(34.0326, -118.3338)"
130320894,09/22/2013,09/20/2013,1200,03,Southwest,0311,310,BURGLARY,0344,53,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2600 S  COCHRAN                      AV,,"(34.0325, -118.3587)"
130320895,09/23/2013,09/23/2013,0830,03,Southwest,0305,310,BURGLARY,1606 0352,86,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2400 S  HARCOURT                     AV,,"(34.0343, -118.3453)"
130320925,09/23/2013,09/23/2013,0945,03,Southwest,0332,310,BURGLARY,0344 1822 1601,52,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800    BUCKINGHAM                   RD,,"(34.0311, -118.3405)"
130320947,09/23/2013,09/23/2013,1200,03,Southwest,0332,310,BURGLARY,0344 1607 1602 0321,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4700 W  30TH                         ST,,"(34.0276, -118.345)"
130320966,09/23/2013,09/13/2013,0400,03,Southwest,0374,310,BURGLARY,1609 0344,51,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    HEPBURN                      AV,,"(34.016, -118.3251)"
130321002,09/24/2013,09/24/2013,0330,03,Southwest,0321,310,BURGLARY,0358 1607 1602 0321,84,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400 S  COCHRAN                      AV,,"(34.0253, -118.3613)"
130321004,09/24/2013,09/24/2013,1000,03,Southwest,0337,310,BURGLARY,0344 1602 1607 0321,79,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000 S  HARVARD                      BL,,"(34.0273, -118.3067)"
130321005,09/24/2013,09/24/2013,1230,03,Southwest,0377,310,BURGLARY,0344 1607 1602 0321 0342,58,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100    ROLLAND CURTIS               PL,,"(34.0164, -118.2973)"
130321022,09/24/2013,09/22/2013,1930,03,Southwest,0338,310,BURGLARY,0344,29,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2900 S  CATALINA                     ST,,"(34.0287, -118.2937)"
130321146,09/27/2013,09/27/2013,0001,03,Southwest,0338,310,BURGLARY,0314 0344,22,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100 W  29TH                         ST,,"(34.0284, -118.284)"
130321209,09/27/2013,09/27/2013,1000,03,Southwest,0334,310,BURGLARY,0344,24,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2900 S  BRONSON                      AV,,"(34.0295, -118.3338)"
130321212,09/28/2013,09/28/2013,0001,03,Southwest,0395,310,BURGLARY,0344,26,M,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200 S  HARVARD                      BL,,"(34.0073, -118.3067)"
130321238,09/28/2013,09/26/2013,1830,03,Southwest,0395,310,BURGLARY,0344,57,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4000    LA SALLE                     AV,,"(34.0109, -118.3057)"
130321241,09/29/2013,09/29/2013,0020,03,Southwest,0338,310,BURGLARY,0344 0314,28,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  30TH                         ST,,"(34.0274, -118.2891)"
130321456,10/02/2013,10/02/2013,0630,03,Southwest,0392,310,BURGLARY,1607 0358,40,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5000    8TH                          AV,,"(33.9978, -118.3258)"
130321626,10/03/2013,10/03/2013,1200,03,Southwest,0396,310,BURGLARY,1607 0344,46,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800 W  41ST                         ST,,"(34.0092, -118.2872)"
130321795,10/03/2013,10/03/2013,1100,03,Southwest,0331,310,BURGLARY,0344,24,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4900    WESTHAVEN                    ST,,"(34.0278, -118.3508)"
130321835,10/08/2013,10/08/2013,1205,03,Southwest,0341,310,BURGLARY,0400 0344 0444,41,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5600    BRUSHTON                     ST,,"(34.0178, -118.3675)"
130321905,10/09/2013,10/09/2013,1745,03,Southwest,0341,310,BURGLARY,0400,71,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,310,,,,5700    ALADDIN                      ST,,"(34.0174, -118.3703)"
130321994,10/10/2013,10/10/2013,1600,03,Southwest,0353,310,BURGLARY,0344 0342,75,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    COLISEUM                     ST,,"(34.0183, -118.3383)"
130321996,10/10/2013,10/04/2013,1900,03,Southwest,0334,310,BURGLARY,0344 1602 1607,27,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4000 W  29TH                         ST,,"(34.0295, -118.3305)"
130322113,10/12/2013,10/12/2013,1130,03,Southwest,0392,310,BURGLARY,1607 0344,37,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5100    CRENSHAW                     BL,,"(33.9964, -118.3308)"
130322117,10/11/2013,10/11/2013,1500,03,Southwest,0353,310,BURGLARY,0344 0352 0358,55,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3500    HILLCREST                    DR,,"(34.0235, -118.3432)"
130322584,10/14/2013,10/14/2013,0030,03,Southwest,0397,310,BURGLARY,0344,35,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,4200    VAN BUREN                    PL,,"(34.0073, -118.2969)"
130322586,10/20/2013,10/20/2013,0230,03,Southwest,0327,310,BURGLARY,1251 0344,20,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100 W  ADAMS                        BL,,"(34.0317, -118.284)"
130322620,10/21/2013,10/21/2013,1515,03,Southwest,0375,310,BURGLARY,1607 0321,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  39TH                         ST,,"(34.0147, -118.3111)"
130322698,10/22/2013,10/22/2013,0830,03,Southwest,0336,310,BURGLARY,0344,50,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2100 W  30TH                         ST,,"(34.0274, -118.312)"
130322790,10/23/2013,10/23/2013,0730,03,Southwest,0395,310,BURGLARY,0344 1602 1607 0321,22,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2000 W  43RD                         PL,,"(34.0046, -118.3155)"
130322830,10/24/2013,10/24/2013,0715,03,Southwest,0312,310,BURGLARY,,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2700 S  ORANGE                       DR,,"(34.0311, -118.3538)"
130322844,10/24/2013,10/24/2013,2115,03,Southwest,0397,310,BURGLARY,0344 1607 1602 0358,36,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,4200    VAN BUREN                    PL,,"(34.0073, -118.2969)"
130323025,10/27/2013,10/23/2013,1200,03,Southwest,0354,310,BURGLARY,0344,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3600    3RD                          AV,,"(34.0229, -118.3201)"
130323026,10/27/2013,10/27/2013,1500,03,Southwest,0392,310,BURGLARY,0344,46,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4800    10TH                         AV,,"(34, -118.3282)"
130323093,10/28/2013,10/28/2013,0935,03,Southwest,0337,310,BURGLARY,1608 0344 1602 0321,64,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000 S  HARVARD                      BL,,"(34.0273, -118.3067)"
130323115,10/28/2013,10/28/2013,1200,03,Southwest,0314,310,BURGLARY,0344,47,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900 W  27TH                         ST,,"(34.0315, -118.3275)"
130323291,10/30/2013,10/30/2013,0730,03,Southwest,0397,310,BURGLARY,0344,55,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    HALLDALE                     AV,,"(34.0093, -118.3023)"
130323334,10/30/2013,10/25/2013,0900,03,Southwest,0315,310,BURGLARY,1607 0344,55,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2600    CIMARRON                     ST,,"(34.0327, -118.3152)"
130323335,10/31/2013,10/29/2013,0600,03,Southwest,0354,310,BURGLARY,0344,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3600    5TH                          AV,,"(34.0229, -118.3224)"
130323361,11/01/2013,10/31/2013,1900,03,Southwest,0391,310,BURGLARY,0344 1609 0329 0321,83,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4600    DON ZAREMBO                  DR,,"(34.0051, -118.3556)"
130323423,11/03/2013,11/01/2013,1830,03,Southwest,0392,310,BURGLARY,0400 0417 1300,30,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,4900    4TH                          AV,,"(33.9988, -118.3214)"
130323460,11/03/2013,11/02/2013,1300,03,Southwest,0327,310,BURGLARY,1251 0344,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100 W  28TH                         ST,,"(34.0294, -118.2839)"
130323658,11/05/2013,11/05/2013,1030,03,Southwest,0335,310,BURGLARY,0344 1607,30,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000    5TH                          AV,,"(34.0276, -118.3224)"
130323659,11/05/2013,11/05/2013,1640,03,Southwest,0357,310,BURGLARY,0344 1608,23,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  36TH                         PL,,"(34.0221, -118.2944)"
130323851,11/08/2013,11/08/2013,1300,03,Southwest,0318,310,BURGLARY,0344 1607,33,F,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,2100 S  HOOVER                       ST,,"(34.0369, -118.284)"
130323852,11/07/2013,11/07/2013,0830,03,Southwest,0332,310,BURGLARY,0344 1606,31,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2900    POTOMAC                      AV,,"(34.0294, -118.3439)"
130323853,11/07/2013,11/05/2013,1100,03,Southwest,0379,310,BURGLARY,0344 1609 0329,35,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    WALTON                       AV,,"(34.0155, -118.2948)"
130323854,11/08/2013,11/08/2013,1145,03,Southwest,0362,310,BURGLARY,0344 1601,78,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    POTOMAC                      AV,,"(34.0156, -118.3466)"
130323930,11/10/2013,11/10/2013,0500,03,Southwest,0325,310,BURGLARY,0344 1601 0314,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800    MENLO                        AV,,"(34.0294, -118.2903)"
