DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
130312392,05/11/2013,05/11/2013,0930,03,Southwest,0375,310,BURGLARY,0344 1607,69,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  38TH                         PL,,"(34.0165, -118.3132)"
130312415,05/11/2013,05/11/2013,1000,03,Southwest,0374,310,BURGLARY,0344 0321,67,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    ARLINGTON                    AV,,"(34.0146, -118.3182)"
130312422,05/11/2013,05/10/2013,1600,03,Southwest,0356,310,BURGLARY,0344,76,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600 W  37TH                         ST,,"(34.021, -118.3059)"
130312425,05/11/2013,05/11/2013,1300,03,Southwest,0354,310,BURGLARY,1602 1300,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3500    7TH                          AV,,"(34.0241, -118.3248)"
130312486,05/13/2013,05/13/2013,0930,03,Southwest,0341,310,BURGLARY,0344,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5600    FALLSGROVE                   ST,,"(34.021, -118.3671)"
130312560,05/14/2013,05/14/2013,0100,03,Southwest,0315,310,BURGLARY,0344 0416 0358 1822 0363,64,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2600    CIMARRON                     ST,,"(34.0327, -118.3152)"
130312591,05/14/2013,05/14/2013,0900,03,Southwest,0356,310,BURGLARY,0344 1602 1607 0321,50,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1500 W  36TH                         PL,,"(34.0219, -118.3031)"
130312592,05/15/2013,05/14/2013,0750,03,Southwest,0395,310,BURGLARY,1607 1602 0344 0321,31,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900 W  41ST                         DR,,"(34.009, -118.3138)"
130312760,05/17/2013,05/17/2013,0605,03,Southwest,0393,310,BURGLARY,0344,55,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400 W  41ST                         ST,,"(34.0101, -118.3314)"
130312798,05/18/2013,03/02/2013,0800,03,Southwest,0392,310,BURGLARY,1606 0344 1266,25,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4800    ARLINGTON                    AV,,"(34.0001, -118.3181)"
130312836,05/18/2013,05/16/2013,1300,03,Southwest,0391,310,BURGLARY,0344,65,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4500    DON VALDES                   DR,,"(34.0053, -118.3528)"
130312837,05/18/2013,05/16/2013,1300,03,Southwest,0391,310,BURGLARY,1607 0344,78,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    DON MARIANO                  DR,,"(34.0062, -118.3451)"
130312895,05/19/2013,05/14/2013,2300,03,Southwest,0375,310,BURGLARY,1414 0344 1273,55,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  38TH                         PL,,"(34.0165, -118.311)"
130312970,05/20/2013,05/20/2013,1035,03,Southwest,0374,310,BURGLARY,0344 1402,53,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3900    2ND                          AV,,"(34.0146, -118.3193)"
130313079,05/22/2013,05/22/2013,1530,03,Southwest,0379,310,BURGLARY,1402 1609,67,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1000 W  39TH                         PL,,"(34.0141, -118.2915)"
130313120,05/23/2013,05/23/2013,1315,03,Southwest,0391,310,BURGLARY,0321 0344,51,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4700    DON MIGUEL                   DR,,"(34.0038, -118.3573)"
130313127,05/23/2013,05/17/2013,1100,03,Southwest,0312,310,BURGLARY,0411 0344,47,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800 S  LA BREA                      AV,,"(34.0297, -118.3523)"
130313128,05/23/2013,05/23/2013,0745,03,Southwest,0377,310,BURGLARY,0344,46,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  39TH                         ST,,"(34.0155, -118.2975)"
130313235,05/25/2013,05/25/2013,1400,03,Southwest,0395,310,BURGLARY,1607 0344,56,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  42ND                         PL,,"(34.0064, -118.3089)"
130313315,05/25/2013,05/25/2013,0900,03,Southwest,0379,310,BURGLARY,0344,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1000    LEIGHTON                     AV,,"(34.0132, -118.2915)"
130313343,05/26/2013,05/26/2013,1300,03,Southwest,0353,310,BURGLARY,0344 1307,43,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3600    WELLINGTON                   RD,,"(34.0223, -118.3383)"
130313344,05/26/2013,05/26/2013,0250,03,Southwest,0363,310,BURGLARY,0913 0344 1813,32,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,4000    MUIRFIELD                    RD,,"(34.0132, -118.3457)"
130313345,05/26/2013,05/26/2013,0005,03,Southwest,0338,310,BURGLARY,0344 0314,24,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1300 W  JEFFERSON                    BL,,"(34.0255, -118.2948)"
130313346,05/27/2013,05/23/2013,1220,03,Southwest,0374,310,BURGLARY,0344 1307 0321,24,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    2ND                          AV,,"(34.0146, -118.3193)"
130313399,05/27/2013,05/27/2013,1955,03,Southwest,0334,310,BURGLARY,1602 0344 1607 1402,50,M,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,3700 W  30TH                         ST,,"(34.0276, -118.3338)"
130313402,05/27/2013,05/23/2013,1100,03,Southwest,0357,310,BURGLARY,0344 1607 1602 0321,53,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1300 W  36TH                         ST,,"(34.0229, -118.2974)"
130313413,05/27/2013,05/27/2013,1400,03,Southwest,0395,310,BURGLARY,0344 1202,76,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900 W  41ST                         ST,,"(34.0099, -118.3138)"
130313418,05/28/2013,05/28/2013,0640,03,Southwest,0328,310,BURGLARY,1501,18,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,1000 W  28TH                         ST,,"(34.0289, -118.2836)"
130313561,05/28/2013,05/28/2013,0800,03,Southwest,0355,310,BURGLARY,0358 0344 0352,38,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900 W  JEFFERSON                    BL,,"(34.0256, -118.312)"
130313589,05/29/2013,05/29/2013,0300,03,Southwest,0312,310,BURGLARY,1202 0344,77,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2600 S  REDONDO                      BL,,"(34.0325, -118.3563)"
130313600,05/29/2013,05/29/2013,2330,03,Southwest,0336,310,BURGLARY,0344,35,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,2100 W  29TH                         PL,,"(34.0283, -118.312)"
130313626,05/29/2013,05/28/2013,0900,03,Southwest,0357,310,BURGLARY,0344,44,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1300 W  37TH                         ST,,"(34.021, -118.2977)"
130313691,05/30/2013,05/24/2013,0700,03,Southwest,0354,310,BURGLARY,0344,33,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3600    5TH                          AV,,"(34.0229, -118.3224)"
130313816,06/01/2013,06/01/2013,1500,03,Southwest,0362,310,BURGLARY,0344 1609 0321,38,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4600    MARTIN LUTHER KING JR        BL,,"(34.0183, -118.3469)"
130313863,06/02/2013,06/01/2013,2200,03,Southwest,0316,310,BURGLARY,0344,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  24TH                         ST,,"(34.0346, -118.3003)"
130313875,06/02/2013,06/02/2013,1330,03,Southwest,0395,310,BURGLARY,0352 1607 0344,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900 W  41ST                         PL,,"(34.0082, -118.3138)"
130314008,06/04/2013,06/04/2013,1100,03,Southwest,0374,310,BURGLARY,0344 0321 0352,50,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,3700    HEPBURN                      AV,,"(34.016, -118.3251)"
130314093,06/05/2013,06/01/2013,0600,03,Southwest,0363,310,BURGLARY,0352,41,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    WELLINGTON                   RD,,"(34.0173, -118.3383)"
130314094,06/05/2013,06/04/2013,0900,03,Southwest,0395,310,BURGLARY,1607 0352,68,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  42ND                         PL,,"(34.0064, -118.3113)"
130314096,06/05/2013,06/05/2013,0630,03,Southwest,0391,310,BURGLARY,0358,46,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,4200    DON TAPIA                    PL,,"(34.0064, -118.3481)"
130314163,06/06/2013,06/03/2013,1702,03,Southwest,0373,310,BURGLARY,1607 0321 1602 0344,49,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4000    CHERRYWOOD                   AV,,"(34.0127, -118.3297)"
130314164,06/06/2013,05/14/2013,1900,03,Southwest,0374,310,BURGLARY,1607 1602 0321 0344,49,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    WELLAND                      AV,,"(34.0173, -118.3261)"
130314175,06/06/2013,06/06/2013,2300,03,Southwest,0341,310,BURGLARY,0344 1609 0314,87,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5600    FALLSGROVE                   ST,,"(34.021, -118.3671)"
130314199,06/07/2013,05/28/2013,0900,03,Southwest,0362,310,BURGLARY,1607 0344,34,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4000    NICOLET                      AV,,"(34.0146, -118.3512)"
130314231,06/06/2013,06/06/2013,1505,03,Southwest,0374,310,BURGLARY,0344 0358 1602 1607,19,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    ARLINGTON                    AV,,"(34.0183, -118.3182)"
130314320,06/09/2013,06/08/2013,2000,03,Southwest,0373,310,BURGLARY,1202 0344,67,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    DEGNAN                       BL,,"(34.0204, -118.33)"
130314321,06/09/2013,06/08/2013,2000,03,Southwest,0395,310,BURGLARY,1607 0417 0344,32,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  VERNON                       AV,,"(34.0037, -118.3113)"
130314337,06/09/2013,06/09/2013,1530,03,Southwest,0377,310,BURGLARY,1251 0344,26,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  38TH                         ST,,"(34.0173, -118.2973)"
130314420,06/11/2013,06/06/2013,1750,03,Southwest,0321,310,BURGLARY,0344,69,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3500    ALSACE                       AV,,"(34.023, -118.3581)"
130314535,06/12/2013,06/01/2013,1100,03,Southwest,0303,310,BURGLARY,0344,52,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2500 S  REDONDO                      BL,,"(34.0339, -118.3557)"
130314556,06/12/2013,06/12/2013,1300,03,Southwest,0395,310,BURGLARY,1607 0344,65,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  41ST                         ST,,"(34.0099, -118.3113)"
130314558,06/12/2013,06/12/2013,1210,03,Southwest,0392,310,BURGLARY,1607 0321 0344,51,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4900    5TH                          AV,,"(33.9988, -118.3225)"
130314640,06/13/2013,06/13/2013,1330,03,Southwest,0375,310,BURGLARY,0344 1402 0321,52,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,1700 W  39TH                         PL,,"(34.0137, -118.3111)"
130314641,06/13/2013,06/13/2013,0900,03,Southwest,0397,310,BURGLARY,0344 1602 0321,35,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    VAN BUREN                    PL,,"(34.0073, -118.2969)"
130314650,06/13/2013,06/13/2013,1230,03,Southwest,0314,310,BURGLARY,0344,20,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    MONTCLAIR                    ST,,"(34.0297, -118.3282)"
130314651,06/13/2013,06/13/2013,0920,03,Southwest,0337,310,BURGLARY,0344 0358 0352 0913,23,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,310,,,,3100    VAN BUREN                    PL,,"(34.0264, -118.297)"
130314771,06/15/2013,05/27/2013,1900,03,Southwest,0376,310,BURGLARY,1602 1607 0321,62,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800 S  HARVARD                      BL,,"(34.0174, -118.3067)"
130314783,06/15/2013,06/15/2013,1600,03,Southwest,0395,310,BURGLARY,1607 1602 0321 0344,58,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800 W  42ND                         ST,,"(34.0073, -118.3113)"
130314803,06/16/2013,06/15/2013,1630,03,Southwest,0301,310,BURGLARY,0321 0344,81,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2500 S  SPAULDING                    AV,,"(34.0345, -118.3682)"
130315003,06/19/2013,06/18/2013,1300,03,Southwest,0357,310,BURGLARY,1607 0344,25,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    RAYMOND                      AV,,"(34.021, -118.2977)"
130315026,06/19/2013,06/19/2013,0730,03,Southwest,0395,310,BURGLARY,1251 0321,23,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900 W  43RD                         PL,,"(34.0046, -118.3138)"
130315054,06/19/2013,06/18/2013,0700,03,Southwest,0373,310,BURGLARY,1607 0344,40,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700 S  NORTON                       AV,,"(34.0193, -118.3329)"
130315055,06/19/2013,06/18/2013,1200,03,Southwest,0395,310,BURGLARY,0321 0344,57,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2000 W  43RD                         ST,,"(34.0055, -118.3155)"
130315099,06/13/2013,06/13/2013,1025,03,Southwest,0392,310,BURGLARY,0344,46,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4700 S  VAN NESS                     AV,,"(34.001, -118.3171)"
130315118,06/13/2013,06/13/2013,1025,03,Southwest,0392,310,BURGLARY,0344 1602 1607 0321,46,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4700 S  VAN NESS                     AV,,"(34.001, -118.3171)"
130315128,06/13/2013,06/13/2013,0730,03,Southwest,0373,310,BURGLARY,0344 1609,55,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4000    OLMSTED                      AV,,"(34.0128, -118.3281)"
130315233,06/23/2013,06/22/2013,1800,03,Southwest,0353,310,BURGLARY,1607 0344,29,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3500    CHESAPEAKE                   AV,,"(34.0238, -118.3452)"
130315298,06/24/2013,06/23/2013,0930,03,Southwest,0355,310,BURGLARY,1609,49,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    EXPOSITION                   BL,,"(34.0185, -118.3104)"
130315433,06/26/2013,06/25/2013,0900,03,Southwest,0395,310,BURGLARY,1607 0352 0344 0358,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900 W  41ST                         ST,,"(34.0099, -118.3138)"
130315434,06/26/2013,06/25/2013,2300,03,Southwest,0308,310,BURGLARY,1607 0344,77,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 W  21ST                         ST,,"(34.0347, -118.2792)"
130315617,06/29/2013,06/29/2013,1200,03,Southwest,0375,310,BURGLARY,0344,34,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800 S  VAN NESS                     AV,,"(34.0173, -118.3171)"
130315761,07/02/2013,07/01/2013,0800,03,Southwest,0377,310,BURGLARY,0344,26,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100    BROWNING                     BL,,"(34.0121, -118.2981)"
130315791,07/02/2013,07/02/2013,0830,03,Southwest,0357,310,BURGLARY,0344 1602 1607 0321,25,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  37TH                         ST,,"(34.021, -118.2944)"
130315819,07/02/2013,07/02/2013,0930,03,Southwest,0337,310,BURGLARY,0321 0344,40,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2900    LA SALLE                     AV,,"(34.0291, -118.3054)"
130315846,07/03/2013,07/03/2013,1300,03,Southwest,0375,310,BURGLARY,0321 1609,84,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1800    MIDDLETON                    PL,,"(34.0156, -118.3132)"
130315869,07/04/2013,07/04/2013,0005,03,Southwest,0363,310,BURGLARY,0344,27,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    WELLINGTON                   RD,,"(34.0173, -118.3383)"
130315903,07/04/2013,07/03/2013,1800,03,Southwest,0373,310,BURGLARY,0321 0344,49,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900 S  NORTON                       AV,,"(34.0146, -118.3328)"
130315924,07/04/2013,07/04/2013,1300,03,Southwest,0377,310,BURGLARY,0417 0321 0344 0400,35,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,1200 W  39TH                         PL,,"(34.0141, -118.2974)"
130316067,07/07/2013,07/03/2013,2200,03,Southwest,0317,310,BURGLARY,1607 0344,46,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2400 S  BUDLONG                      AV,,"(34.0346, -118.2965)"
130316108,07/08/2013,07/08/2013,0700,03,Southwest,0392,310,BURGLARY,0321 1607 0358,28,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4900    8TH                          AV,,"(33.9986, -118.3258)"
130316260,07/10/2013,07/10/2013,1630,03,Southwest,0398,310,BURGLARY,1609 0344,32,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,600 W  40TH                         PL,,"(34.0106, -118.2842)"
130316308,07/11/2013,07/07/2013,0930,03,Southwest,0394,310,BURGLARY,1609 0344,72,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4300    4TH                          AV,,"(34.0055, -118.3214)"
130316309,07/11/2013,07/09/2013,1040,03,Southwest,0354,310,BURGLARY,0344,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3400    ARLINGTON                    AV,,"(34.0256, -118.3177)"
130316419,07/08/2013,07/08/2013,0720,03,Southwest,0397,310,BURGLARY,1607 0321 0344,57,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400 W  42ND                         PL,,"(34.0061, -118.3002)"
130316442,07/13/2013,06/13/2013,1200,03,Southwest,0393,310,BURGLARY,0344,50,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800 W  43RD                         PL,,"(34.0045, -118.3236)"
130316486,07/14/2013,07/14/2013,2300,03,Southwest,0391,310,BURGLARY,0321 0411 1402,78,F,B,501,SINGLE FAMILY DWELLING,216,SCISSORS,IC,Invest Cont,310,998,,,4400    DON MILAGRO                  DR,,"(34.0067, -118.3511)"
130316598,07/16/2013,07/15/2013,1800,03,Southwest,0353,310,BURGLARY,1501 1602,50,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3700    HILLCREST                    DR,,"(34.0199, -118.3432)"
130316648,07/17/2013,07/16/2013,1530,03,Southwest,0363,310,BURGLARY,0344,20,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    PALMWOOD                     DR,,"(34.0137, -118.3435)"
130316665,07/17/2013,06/23/2013,1000,03,Southwest,0327,310,BURGLARY,0344 1251,26,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310,,,,1100 W  27TH                         ST,,"(34.0303, -118.284)"
130316731,07/18/2013,07/18/2013,0845,03,Southwest,0332,310,BURGLARY,0344,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800    POTOMAC                      AV,,"(34.0311, -118.3439)"
130316732,07/18/2013,07/18/2013,0930,03,Southwest,0333,310,BURGLARY,0344 1607,50,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800    SOMERSET                     DR,,"(34.0312, -118.3374)"
130316771,07/19/2013,07/19/2013,1125,03,Southwest,0331,310,BURGLARY,1607,49,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000    FIELD                        AV,,"(34.0277, -118.3472)"
130316777,07/19/2013,07/19/2013,0700,03,Southwest,0336,310,BURGLARY,1607 0321 0344,63,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2000 W  31ST                         ST,,"(34.0265, -118.3089)"
130316805,07/20/2013,07/20/2013,1130,03,Southwest,0397,310,BURGLARY,1607 0344,62,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  42ND                         ST,,"(34.0073, -118.2959)"
130316841,07/20/2013,06/10/2013,1300,03,Southwest,0397,310,BURGLARY,0344,43,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  41ST                         ST,,"(34.0091, -118.2959)"
130316972,07/23/2013,07/23/2013,0740,03,Southwest,0374,310,BURGLARY,1609 0352 0344 1212,47,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    ROXTON                       AV,,"(34.0173, -118.3213)"
130317000,07/23/2013,07/23/2013,0440,03,Southwest,0395,310,BURGLARY,1607 0344,28,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2000 W  43RD                         ST,,"(34.0055, -118.3155)"
130317001,07/23/2013,07/23/2013,0745,03,Southwest,0373,310,BURGLARY,1607 0352 0358 0321 0344,44,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    OLMSTED                      AV,,"(34.0173, -118.3281)"
130317002,07/23/2013,07/12/2013,0740,03,Southwest,0337,310,BURGLARY,0352 0344,48,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000    HALLDALE                     AV,,"(34.0273, -118.3028)"
130317060,07/24/2013,07/24/2013,1115,03,Southwest,0331,310,BURGLARY,1602 0342 0344 1607,58,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800    VINEYARD                     AV,,"(34.0311, -118.3445)"
130317080,07/24/2013,07/24/2013,1000,03,Southwest,0337,310,BURGLARY,0321 1607 0344 0352,58,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2900    DALTON                       AV,,"(34.0291, -118.3041)"
130317082,07/24/2013,07/24/2013,1015,03,Southwest,0375,310,BURGLARY,0321 0344,34,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900 S  GRAMERCY                     PL,,"(34.0147, -118.3132)"
130317127,07/25/2013,07/23/2013,0905,03,Southwest,0395,310,BURGLARY,1607 0344,27,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1700 W  41ST                         PL,,"(34.0082, -118.3089)"
130317158,07/25/2013,07/20/2013,0001,03,Southwest,0377,310,BURGLARY,1607 0344,43,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  39TH                         ST,,"(34.0155, -118.2975)"
130317192,07/26/2013,07/24/2013,1130,03,Southwest,0363,310,BURGLARY,0344 1602 1607 0321,53,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    WELLINGTON                   RD,,"(34.0156, -118.3389)"
130317193,07/26/2013,07/25/2013,1930,03,Southwest,0397,310,BURGLARY,0344 1607 0321,70,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200    HALLDALE                     AV,,"(34.0072, -118.3023)"
130317240,07/27/2013,07/27/2013,0950,03,Southwest,0355,310,BURGLARY,1607 1602 0358 0344,61,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3500    CIMARRON                     ST,,"(34.0246, -118.3156)"
130317268,07/27/2013,07/27/2013,1800,03,Southwest,0336,310,BURGLARY,1602 0358 0344 1607,54,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2100 W  28TH                         ST,,"(34.03, -118.312)"
130317313,07/29/2013,07/28/2013,2000,03,Southwest,0373,310,BURGLARY,0411 0344 1300,36,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    MC CLUNG                     DR,,"(34.0144, -118.3338)"
130317338,07/30/2013,07/29/2013,2230,03,Southwest,0394,310,BURGLARY,1607 0344,31,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    2ND                          AV,,"(34.0108, -118.3193)"
130317351,07/30/2013,07/30/2013,1000,03,Southwest,0363,310,BURGLARY,0400 0321 0314 0344 1300,57,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3800    SOMERSET                     DR,,"(34.0172, -118.3374)"
130317359,07/30/2013,07/30/2013,0720,03,Southwest,0362,310,BURGLARY,1607 0344,33,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4900 W  RODEO                        RD,,"(34.0213, -118.3501)"
130317378,07/30/2013,07/30/2013,1030,03,Southwest,0363,310,BURGLARY,1607 0344,61,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    MARLTON                      AV,,"(34.0105, -118.3398)"
130317380,07/30/2013,07/30/2013,0700,03,Southwest,0395,310,BURGLARY,1607 0344,40,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1900 W  43RD                         ST,,"(34.0055, -118.3138)"
130317444,07/31/2013,07/31/2013,1430,03,Southwest,0331,310,BURGLARY,0344,45,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,933,,,2600 S  RIMPAU                       BL,,"(34.0326, -118.3471)"
130317488,08/01/2013,07/31/2013,0740,03,Southwest,0393,310,BURGLARY,0344 0321,39,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2700 W  42ND                         ST,,"(34.0074, -118.3235)"
