"OBJECTID_1.N.10.0","OBJECTID.N.10.0","FID_1.N.10.0","Name.C.10","SDE_STATE_.N.19.8","ORIG_FID.N.10.0","Distance.N.19.8","Zip_Num.N.10.0","Shape_area.N.19.11","Shape_len.N.19.11","burg.counts","avg.burg.counts","zip.tot.area","num.zip.regions","Total.Exemptions","Total.Returns","Percent.agi1","Percent.agi2","Percent.agi3","Percent.agi4","Percent.agi5","Percent.agi6","Total.Income","X18.24.No.High.school.2015","X25..Less.than.9th.Grade.2015","X25..9th.12th.but.No.Diploma.2015","X25..No.Diploma.2015","X2015.Median.Family.Income","X2015.Poverty.All.Families","X2015.Families.no.husband","X2015.Housing.Units"
214,133,224,90660,655821,8632,0,90660,264161330.179,115174.595966,0,0,264161330.179,1,60600,28430,0.436158986985579,0.28737249384453,0.142455153007387,0.0689412592332044,0.0612029546253957,0.00386915230390433,1141722,NA,NA,NA,NA,NA,NA,NA,NA
215,336,225,91321,655821,8709,0,91321,789517534.069,240243.17508,0,0,789517534.069,1,32430,15240,0.417979002624672,0.227034120734908,0.118766404199475,0.0761154855643045,0.122047244094488,0.0380577427821522,964216,NA,NA,NA,NA,NA,NA,NA,NA
216,229,226,91740,655821,8770,0,91740,138705348.891,66007.3122304,0,0,140019322.820052,3,23920,11940,0.360134003350084,0.21105527638191,0.144053601340034,0.108877721943049,0.153266331658291,0.0226130653266332,711856,NA,NA,NA,NA,NA,NA,NA,NA
217,266,227,91773,655821,8786,0,91773,424165219.319,188774.630272,0,0,424165219.319,1,31170,16360,0.318459657701711,0.193154034229829,0.139975550122249,0.109413202933985,0.186430317848411,0.0525672371638142,1246157,NA,NA,NA,NA,NA,NA,NA,NA
218,22,228,90275,655821,8593,0,90275,358673110.573,198541.785993,2,1.93,371968124.1423,2,39370,19220,0.224245577523413,0.119667013527575,0.101456815816857,0.0889698231009365,0.240374609781478,0.22528616024974,3045406,230,320,426,746,138614,0.032,0.116,16720
219,8,229,90732,655821,8647,0,90732,73309591.8229,67897.9085121,160,132.71,88382751.5663,2,19020,10240,0.2470703125,0.171875,0.15625,0.125,0.2294921875,0.0703125,865973,148,780,803,1583,101798,0.044,0.157,9115
220,294,230,91307,655821,8706,0,91307,123889425.913,56605.7586323,229,229,123889425.913,1,23050,11520,0.296006944444444,0.164930555555556,0.126736111111111,0.0954861111111111,0.21875,0.0980902777777778,1133616,326,541,544,1085,105038,0.041,0.116,8790
221,112,231,90056,655821,8546,0,90056,43743524.9011,39331.8189466,18,18,43743524.9011,1,7700,4510,0.279379157427938,0.184035476718404,0.146341463414634,0.104212860310421,0.186252771618625,0.0997782705099778,407239,8,53,106,159,109542,0.041,0.069,3653
222,99,232,90302,655821,8602,0,90302,50510300.5648,34797.3944041,2,1.95,51750641.84968,2,26320,13440,0.462797619047619,0.301339285714286,0.138392857142857,0.0498511904761905,0.0424107142857143,0.00520833333333333,499031,474,2206,1989,4195,45717,0.165,0.211,11595
223,100,233,90045,655821,8541,0,90045,306041305.435,105235.65913,373,373,306041305.435,1,33160,18500,0.258918918918919,0.177837837837838,0.144324324324324,0.107027027027027,0.203243243243243,0.108648648648649,1904013,353,765,673,1438,100648,0.072,0.149,16651
224,103,234,90094,655821,8563,0,90094,33738946.3321,49878.4082777,11,11,33738946.3321,1,5260,3010,0.169435215946844,0.132890365448505,0.122923588039867,0.106312292358804,0.245847176079734,0.222591362126246,478018,18,15,33,48,184632,0.062,0.243,3261
225,84,235,90604,655821,8620,0,90604,118512062.663,74083.2960224,0,0,118512062.663,1,37700,17790,0.370432827431141,0.244519392917369,0.149522203485104,0.0978077571669477,0.127599775154581,0.0101180438448567,912063,NA,NA,NA,NA,NA,NA,NA,NA
226,224,236,90265,655821,8588,0,90265,2252181780.27,320530.847074,0,0,2252181780.27,1,12760,7360,0.27445652173913,0.145380434782609,0.0978260869565217,0.0801630434782609,0.168478260869565,0.233695652173913,1943689,NA,NA,NA,NA,NA,NA,NA,NA
227,272,237,91302,655821,8702,0,91302,826283773.105,168686.125413,0,0,826283773.105,1,23470,11940,0.277219430485762,0.126465661641541,0.0938023450586265,0.0728643216080402,0.180904522613065,0.248743718592965,3286792,NA,NA,NA,NA,NA,NA,NA,NA
228,65,238,90266,655821,8589,0,90266,108928991.531,48020.4907083,0,0,108928991.531,1,33810,17280,0.201967592592593,0.108796296296296,0.0989583333333333,0.0810185185185185,0.201967592592593,0.307291666666667,4861182,NA,NA,NA,NA,NA,NA,NA,NA
229,61,239,90261,655821,9176,0,90261,561318.723817,3226.01203342,0,0,561318.723817,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,79,240,90059,655821,8549,0,90059,93327116.3823,73960.0198216,267,267,93327116.3823,1,38540,16070,0.600497822028625,0.275046670815184,0.0846297448662103,0.0267579340385812,0.0130678282514001,0,435215,1867,5611,4790,10401,33016,0.375,0.519,10700
231,125,241,91709,655821,8761,0,91709,3782204.9439,13304.4884725,0,0,3782204.9439,1,71950,33690,0.304541406945681,0.173048382309291,0.128524784802612,0.106856634016028,0.217868803799347,0.0691599881270407,2824120,NA,NA,NA,NA,NA,NA,NA,NA
232,74,242,90638,655821,8628,0,90638,215314790.972,94236.5447458,0,0,215314790.972,1,43780,21840,0.333791208791209,0.211996336996337,0.141025641025641,0.107600732600733,0.175824175824176,0.0297619047619048,1391297,NA,NA,NA,NA,NA,NA,NA,NA
233,330,244,91311,655821,8707,0,91311,634372192.948,147865.591742,319,319,634372192.948,1,34220,18250,0.32,0.206575342465753,0.146301369863014,0.0986301369863014,0.163835616438356,0.0646575342465753,1552036,293,1068,1278,2346,90933,0.048,0.12,14319
234,348,245,91390,655821,8735,0,91390,6661744865.8,660562.687924,0,0,6661744865.8,1,18010,8560,0.289719626168224,0.14018691588785,0.110981308411215,0.105140186915888,0.257009345794392,0.0969626168224299,788984,NA,NA,NA,NA,NA,NA,NA,NA
235,110,246,90255,655821,8583,0,90255,104215339.598,79547.6459785,0,0,104215339.598,1,75380,30660,0.564253098499674,0.302348336594912,0.0880626223091976,0.0293542074363992,0.0146771037181996,0.00130463144161774,883940,NA,NA,NA,NA,NA,NA,NA,NA
237,232,248,90042,655821,8538,0,90042,127565175.914,85662.514406,228,228,127565175.914,1,52760,27390,0.438846294267981,0.265425337714494,0.126688572471705,0.067907995618839,0.0843373493975904,0.0167944505293903,1256068,853,7139,5734,12873,51569,0.167,0.258,21126
238,226,249,91030,655821,8678,0,91030,95582839.642,51359.994488,1,1,95582839.642,1,24200,12480,0.262019230769231,0.174679487179487,0.144230769230769,0.105769230769231,0.184294871794872,0.12900641025641,1521287,89,518,317,835,106446,0.047,0.039,11037
240,108,251,90047,655821,8543,0,90047,134225767.802,87380.9024871,559,559,134225767.802,1,45410,23470,0.481465700894759,0.272262462718364,0.138474648487431,0.0626331487004687,0.0417554324669791,0.0034086067319983,856493,976,3802,3389,7191,47573,0.194,0.286,17889
241,321,253,91331,655821,8714,0,91331,237092399.419,94408.4934175,367,367,237092399.419,1,96080,42540,0.514574518100611,0.299482839680301,0.109779031499765,0.0444287729196051,0.0298542548189939,0.00188058298072402,1397025,2437,18580,10547,29127,51832,0.188,0.321,23246
242,315,254,91352,655821,8723,0,91352,387621243.651,160183.205231,229,229,387621243.651,1,44040,20550,0.490024330900243,0.281265206812652,0.109975669099757,0.0554744525547445,0.0530413625304136,0.0102189781021898,823801,769,6752,3711,10463,51799,0.172,0.29,12773
243,39,255,90808,655821,8660,0,90808,188558201.212,75530.4422464,0,0,188558201.212,1,37770,19430,0.263510036026763,0.163664436438497,0.132269686052496,0.121976325270201,0.255790015440041,0.0627895007720021,1624601,NA,NA,NA,NA,NA,NA,NA,NA
244,34,256,90846,655821,8668,0,90846,12471553.9245,22043.3468413,0,0,12471553.9245,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,132,257,90601,655821,8617,5358.64756004,90601,22772513.7538,33534.9842803,0,0,302485292.6158,2,29200,14790,0.340770791075051,0.242055442866802,0.154158215010142,0.0966869506423259,0.133198106828938,0.033130493576741,886047,NA,NA,NA,NA,NA,NA,NA,NA
246,143,257,90601,655821,8617,0,90601,279712778.862,140551.594273,0,0,302485292.6158,2,29200,14790,0.340770791075051,0.242055442866802,0.154158215010142,0.0966869506423259,0.133198106828938,0.033130493576741,886047,NA,NA,NA,NA,NA,NA,NA,NA
247,182,258,91746,655821,8774,0,91746,152696468.314,90044.6062948,0,0,152696468.314,1,30050,13490,0.482579688658265,0.29058561897702,0.120830244625649,0.0585618977020015,0.0429948109710897,0.0044477390659748,518860,NA,NA,NA,NA,NA,NA,NA,NA
248,141,259,91765,655821,8781,0,91765,376915488.106,130165.749064,0,0,376915488.106,1,44250,21710,0.317365269461078,0.197604790419162,0.137263933671119,0.102257024412713,0.180101335789959,0.0654076462459696,1766416,NA,NA,NA,NA,NA,NA,NA,NA
249,158,260,91766,655821,8782,0,91766,270709676.623,80250.2007961,0,0,270709676.623,1,65860,28450,0.494200351493849,0.273813708260105,0.111072056239016,0.0541300527240773,0.0572934973637961,0.00949033391915641,1098407,NA,NA,NA,NA,NA,NA,NA,NA
250,311,261,91304,655821,8704,0,91304,259108763.394,101269.061778,256,256,259108763.394,1,45920,22730,0.408710954685438,0.237131544214694,0.12010558732952,0.073471183457985,0.122745270567532,0.0378354597448306,1320075,727,3666,3128,6794,67597,0.139,0.235,17814
251,119,262,90040,655821,8536,0,90040,154741726.326,97744.1539168,0,0,154741726.326,1,12270,5540,0.472924187725632,0.303249097472924,0.129963898916967,0.0541516245487365,0.0324909747292419,0.0072202166064982,240761,NA,NA,NA,NA,NA,NA,NA,NA
252,101,263,90201,655821,8565,0,90201,175948948.572,96734.5838124,0,0,175948948.572,1,94340,38230,0.565001307873398,0.304472927020664,0.0912895631702851,0.0253727439183887,0.0130787339785509,0.000784724038713053,1091760,NA,NA,NA,NA,NA,NA,NA,NA
253,233,264,91706,655821,8760,0,91706,413645914.884,136001.237418,0,0,413645914.884,1,74790,33180,0.494273658830621,0.299276672694394,0.119650391802291,0.0494273658830621,0.0346594333936106,0.0027124773960217,1155215,NA,NA,NA,NA,NA,NA,NA,NA
254,201,265,91790,655821,8793,0,91790,162339380.72,95995.91253,0,0,162339380.72,1,41750,20240,0.395256916996047,0.250494071146245,0.143774703557312,0.0909090909090909,0.109683794466403,0.00988142292490119,985321,NA,NA,NA,NA,NA,NA,NA,NA
255,87,266,90002,655821,8500,0,90002,82837183.9009,53073.8575237,361,361,82837183.9009,1,47390,19320,0.621635610766046,0.275879917184265,0.0740165631469979,0.0196687370600414,0.0087991718426501,0,492792,2050,8280,4610,12890,33021,0.36,0.505,12878
256,107,267,90003,655821,8501,0,90003,102183805.775,81205.7482954,594,594,102183805.775,1,64850,26570,0.644712081294693,0.267595031990967,0.0658637561159202,0.015054572826496,0.00677455777192322,0,646684,2464,11476,7866,19342,31772,0.352,0.519,17595
257,63,268,90260,655821,8584,0,90260,70780077.7795,46222.5684171,0,0,71952417.46697,2,32590,15500,0.44,0.286451612903226,0.135483870967742,0.0651612903225806,0.0658064516129032,0.00709677419354839,650852,NA,NA,NA,NA,NA,NA,NA,NA
258,310,269,91016,655821,8674,0,91016,720231224.61,223630.375744,0,0,723990432.21563,2,37410,19060,0.35414480587618,0.218258132214061,0.14585519412382,0.09601259181532,0.144281217208814,0.0414480587618048,1259168,NA,NA,NA,NA,NA,NA,NA,NA
259,268,270,91008,655821,9148,0,91008,56883339.7081,51287.1578345,0,0,56883339.7081,1,960,510,0.294117647058824,0.117647058823529,0.0980392156862745,0.0784313725490196,0.196078431372549,0.215686274509804,101469,NA,NA,NA,NA,NA,NA,NA,NA
260,343,271,91354,655821,8724,0,91354,157449755.716,67481.3610937,0,0,157449755.716,1,30490,13690,0.247626004382761,0.127100073046019,0.118334550766983,0.114682249817385,0.292914536157779,0.0993425858290723,1361265,NA,NA,NA,NA,NA,NA,NA,NA
261,339,272,91350,655821,8721,0,91350,327979816.934,135679.824326,0,0,327979816.934,1,34780,16510,0.280436099333737,0.162931556632344,0.127801332525742,0.119321623258631,0.251968503937008,0.0575408843125379,1371807,NA,NA,NA,NA,NA,NA,NA,NA
262,342,273,91351,655821,8722,0,91351,328518949.768,137884.771689,0,0,328518949.768,1,32640,15480,0.376614987080103,0.231266149870801,0.138888888888889,0.0936692506459948,0.141472868217054,0.0180878552971576,840183,NA,NA,NA,NA,NA,NA,NA,NA
263,223,274,91722,655821,8764,0,91722,114723918.36,84492.9490831,0,0,114723918.36,1,34630,16880,0.391587677725118,0.257701421800948,0.149881516587678,0.0924170616113744,0.101303317535545,0.00710900473933649,794253,NA,NA,NA,NA,NA,NA,NA,NA
264,347,275,93544,655821,8812,0,93544,2661836061.13,363825.985529,0,0,2661836061.13,1,750,390,0.384615384615385,0.230769230769231,0.153846153846154,0.102564102564103,0.128205128205128,0,20553,NA,NA,NA,NA,NA,NA,NA,NA
265,351,276,93591,655821,8819,0,93591,2607053111.22,442261.583545,0,0,2607053111.22,1,5470,2280,0.530701754385965,0.25,0.12280701754386,0.0526315789473684,0.043859649122807,0,76401,NA,NA,NA,NA,NA,NA,NA,NA
266,257,277,91106,655821,8686,0,91106,78631604.2724,85797.8241738,0,0,78631604.2724,1,19800,11570,0.295592048401037,0.214347450302506,0.146931719965428,0.097666378565255,0.148660328435609,0.0968020743301642,1439691,NA,NA,NA,NA,NA,NA,NA,NA
267,237,278,91108,655821,8688,0,91108,105924682.903,61394.8465335,0,0,105924682.903,1,12870,6240,0.246794871794872,0.112179487179487,0.0881410256410256,0.0673076923076923,0.184294871794872,0.301282051282051,1836176,NA,NA,NA,NA,NA,NA,NA,NA
268,231,279,90046,655821,8542,0,90046,157503397.529,96593.3234927,287,287,157503397.529,1,36220,27640,0.312228654124457,0.238060781476122,0.156657018813314,0.0886396526772793,0.125542691751085,0.0788712011577424,2605141,70,1159,866,2025,87092,0.066,0.188,31322
269,254,280,90068,655821,8557,0,90068,210585339.378,90784.2086378,295,295,210585339.378,1,16680,11820,0.285956006768189,0.197123519458545,0.131979695431472,0.0879864636209814,0.15989847715736,0.137055837563452,1463677,108,158,361,519,143125,0.037,0.091,13892
270,70,281,90249,655821,8580,0,90249,84276652.3837,56479.1420036,0,0,84276652.3837,1,26040,13140,0.421613394216134,0.254185692541857,0.143835616438356,0.0783866057838661,0.0920852359208524,0.00989345509893455,598427,NA,NA,NA,NA,NA,NA,NA,NA
271,349,282,93551,655821,8814,0,93551,2246783767.35,381336.186997,1,1,2246783767.35,1,48290,21860,0.323421774931382,0.183440073193047,0.139066788655078,0.113906678865508,0.197621225983532,0.0425434583714547,1536536,774,1253,2395,3648,91399,0.042,0.118,16962
272,64,283,90220,655821,8569,0,90220,189167742.198,81484.2329651,0,0,189167742.198,1,48220,21050,0.515439429928741,0.295961995249406,0.115914489311164,0.0446555819477435,0.0261282660332542,0.00190023752969121,700989,NA,NA,NA,NA,NA,NA,NA,NA
273,54,284,90746,655821,8651,0,90746,142569304.812,89881.510613,0,0,142569304.812,1,25280,13430,0.349962769918094,0.233804914370812,0.160833953834698,0.104988830975428,0.132539091586001,0.0178704393149665,750399,NA,NA,NA,NA,NA,NA,NA,NA
274,81,285,90242,655821,8576,0,90242,124452251.491,77229.2966295,0,0,124452251.491,1,40440,18830,0.414232607541158,0.277748274030802,0.14073287307488,0.0785979819437068,0.0807222517259692,0.0079660116834838,846803,NA,NA,NA,NA,NA,NA,NA,NA
275,250,286,90041,655821,8537,0,90041,99220837.9224,70819.4274933,198,198,99220837.9224,1,23610,12970,0.340015420200463,0.233616037008481,0.147262914417887,0.0917501927525058,0.143407864302236,0.0439475713184271,834999,279,1469,1161,2630,78397,0.08,0.145,10080
276,262,287,91105,655821,8685,0,91105,108908767.885,75009.0509289,0,0,108908767.885,1,11110,6430,0.199066874027994,0.124416796267496,0.104199066874028,0.0995334370139969,0.213063763608087,0.259720062208398,1396847,NA,NA,NA,NA,NA,NA,NA,NA
277,45,288,90277,655821,8594,0,90277,102502272.428,59171.125769,0,0,102502272.428,1,32780,19390,0.216090768437339,0.157813305827746,0.148014440433213,0.114492006188757,0.227436823104693,0.136152656008252,2285820,NA,NA,NA,NA,NA,NA,NA,NA
278,46,289,90503,655821,8613,0,90503,163975385.851,65687.4673255,0,0,163975385.851,1,42320,21180,0.262511803588291,0.180358829084042,0.147308781869688,0.1109537299339,0.219074598677998,0.0797922568460812,1806413,NA,NA,NA,NA,NA,NA,NA,NA
279,51,290,90254,655821,8582,0,90254,40258980.5565,28504.3272831,0,0,40258980.5565,1,17650,10840,0.180811808118081,0.14760147601476,0.142988929889299,0.120848708487085,0.225092250922509,0.182656826568266,1790621,NA,NA,NA,NA,NA,NA,NA,NA
280,60,291,90278,655821,8595,0,90278,99272200.5474,55944.5827796,0,0,99272200.5474,1,38130,19930,0.232814851981937,0.163572503763171,0.135975915704967,0.113396889111892,0.234320120421475,0.119919719016558,2039482,NA,NA,NA,NA,NA,NA,NA,NA
281,216,292,91724,655821,8766,0,91724,171735911.903,134014.075591,0,0,172022878.167406,2,24600,12410,0.357775987107172,0.216760676873489,0.12812248186946,0.0975020145044319,0.162771958098308,0.0370668815471394,800547,NA,NA,NA,NA,NA,NA,NA,NA
282,197,293,91791,655821,8794,0,91791,184654839.997,103674.676403,0,0,185021405.34858,2,30380,15150,0.362376237623762,0.223102310231023,0.135313531353135,0.0943894389438944,0.141914191419142,0.0429042904290429,1038733,NA,NA,NA,NA,NA,NA,NA,NA
283,188,294,91755,655821,8778,0,91755,87020405.5547,63961.474277,0,0,87020405.5547,1,25170,13730,0.520029133284778,0.214857975236708,0.0990531682447196,0.0633648943918427,0.0837581937363438,0.0189366351056082,588269,NA,NA,NA,NA,NA,NA,NA,NA
284,249,295,91007,655821,8671,0,91007,152119035.913,80092.0900406,0,0,152119035.913,1,28780,14270,0.330763840224247,0.201121233356692,0.126138752627891,0.0911002102312544,0.161177295024527,0.0896986685353889,1277757,NA,NA,NA,NA,NA,NA,NA,NA
285,225,296,91780,655821,8789,0,91780,106607352.343,70618.1115256,0,0,106607352.343,1,32640,16250,0.378461538461538,0.227076923076923,0.135384615384615,0.0929230769230769,0.132923076923077,0.0332307692307692,962881,NA,NA,NA,NA,NA,NA,NA,NA
286,287,297,91010,655821,8672,0,91010,308966259.092,145375.985445,0,0,309681222.804994,2,24300,12000,0.3975,0.249166666666667,0.140833333333333,0.0841666666666667,0.1075,0.0208333333333333,633848,NA,NA,NA,NA,NA,NA,NA,NA
287,76,298,90250,655821,8581,0,90250,184797335.373,95026.1022472,0,0,184797335.373,1,89350,43280,0.442929759704251,0.296210720887246,0.119916820702403,0.0586876155268022,0.0681608133086876,0.01409426987061,1861311,NA,NA,NA,NA,NA,NA,NA,NA
288,85,299,90303,655821,8603,0,90303,55534546.7528,42695.722447,0,0,55534546.7528,1,24200,11330,0.501323918799647,0.296557811120918,0.11297440423654,0.0476610767872904,0.0370697263901147,0.00441306266548985,387171,NA,NA,NA,NA,NA,NA,NA,NA
289,114,300,90043,655821,8539,0,90043,113438602.546,62290.9370388,599,599,113438602.546,1,39570,20720,0.451254826254826,0.253861003861004,0.130791505791506,0.0675675675675676,0.0781853281853282,0.0183397683397683,936241,717,2724,3215,5939,56419,0.19,0.311,18010
290,95,301,90301,655821,8601,0,90301,95647076.5084,58425.0005201,1,1,95647076.5084,1,33620,16510,0.497880072683222,0.315566323440339,0.118715929739552,0.0393700787401575,0.0254391278013325,0.00302846759539673,548801,610,4486,3133,7619,41055,0.214,0.25,12673
291,93,302,90305,655821,8605,0,90305,45402603.6552,39624.0720261,1,1,45402603.6552,1,14350,8170,0.352509179926561,0.25703794369645,0.171358629130967,0.0966952264381885,0.111383108935129,0.011015911872705,415499,172,560,590,1150,76114,0.085,0.103,6236
292,49,303,90712,655821,9153,0,90712,115603718.833,67424.561561,0,0,115603718.833,1,30180,15260,0.294233289646134,0.202490170380079,0.150720838794233,0.121887287024902,0.201834862385321,0.0288335517693316,1026133,NA,NA,NA,NA,NA,NA,NA,NA
293,53,304,90805,655821,9154,0,90805,208311937.013,76140.6472395,0,0,208311937.013,1,90550,39970,0.492369276957718,0.287215411558669,0.120340255191394,0.0565424068051038,0.0410307730798099,0.00250187640730548,1407374,NA,NA,NA,NA,NA,NA,NA,NA
294,236,305,90077,655821,8561,0,90077,199337706.115,87442.1698446,83,83,199337706.115,1,7480,4030,0.210918114143921,0.104218362282878,0.0794044665012407,0.0620347394540943,0.1712158808933,0.372208436724566,2223011,41,75,56,131,200197,0.025,0.074,3838
295,241,306,90210,655821,8566,0,90210,304424684.325,105474.540816,118,118,304424684.325,1,16960,9540,0.244234800838574,0.107966457023061,0.0807127882599581,0.0649895178197065,0.147798742138365,0.354297693920335,6072218,82,548,393,941,174148,0.075,0.205,9478
296,82,307,90262,655821,8586,0,90262,137141719.255,91000.7104934,0,0,137141719.255,1,66310,27220,0.524614254224835,0.304188096987509,0.109478324761205,0.0400440852314475,0.020573108008817,0.00110213078618663,847928,NA,NA,NA,NA,NA,NA,NA,NA
297,88,308,90280,655821,8596,0,90280,209645508.037,119130.449425,0,0,209645508.037,1,93670,39780,0.5,0.308195072900955,0.116641528406234,0.0460030165912519,0.0271493212669683,0.00201106083459025,1385528,NA,NA,NA,NA,NA,NA,NA,NA
298,72,309,90723,655821,8645,0,90723,136000141.07,74132.1784161,0,0,136000141.07,1,54600,23220,0.501722652885444,0.303186907838071,0.116709732988803,0.0490956072351421,0.0267011197243755,0.00258397932816537,778755,NA,NA,NA,NA,NA,NA,NA,NA
299,318,310,91001,655821,8669,0,91001,900547347.771,214789.531542,0,0,900547347.771,1,33460,17340,0.327566320645905,0.186851211072664,0.119377162629758,0.0963091118800461,0.178200692041523,0.0916955017301038,1565792,NA,NA,NA,NA,NA,NA,NA,NA
300,284,311,91107,655821,8687,0,91107,224548917.959,86207.0874605,0,0,224548917.959,1,30240,16210,0.293028994447872,0.18877236273905,0.132017273288094,0.094386181369525,0.181986428130783,0.109808760024676,1720192,NA,NA,NA,NA,NA,NA,NA,NA
301,331,312,91750,655821,8776,0,91750,2165425216.06,377321.60543,0,0,2165425216.06,1,30970,15940,0.313048933500627,0.191969887076537,0.13237139272271,0.105395232120452,0.195106649937265,0.062107904642409,1320731,NA,NA,NA,NA,NA,NA,NA,NA
302,221,313,91767,655821,8783,0,91767,158246375.914,90379.5354907,0,0,158585811.050473,2,44390,20480,0.46484375,0.27392578125,0.1279296875,0.06689453125,0.0595703125,0.0068359375,813294,NA,NA,NA,NA,NA,NA,NA,NA
303,230,314,91775,655821,8787,0,91775,85650093.7118,68640.9065674,0,0,85650093.7118,1,22310,10930,0.339432753888381,0.198536139066789,0.12259835315645,0.090576395242452,0.176578225068618,0.0722781335773102,837982,NA,NA,NA,NA,NA,NA,NA,NA
304,220,315,91801,655821,8796,0,91801,120740116.138,73989.9616328,1,1,120762636.293755,2,46420,25200,0.422222222222222,0.257539682539683,0.135714285714286,0.076984126984127,0.0884920634920635,0.019047619047619,1225398,295,4321,2960,7281,56894,0.131,0.132,20675
305,214,316,90032,655821,8528,0,90032,139974316.884,72278.5392714,147,147,139974316.884,1,39940,19560,0.478527607361963,0.277096114519427,0.127811860940695,0.0572597137014315,0.053680981595092,0.00562372188139059,747140,1056,6077,4812,10889,45195,0.21,0.331,13900
306,200,317,91803,655821,8797,0,91803,89884564.7509,61131.3179083,0,0,89884564.7509,1,27470,14570,0.432395332875772,0.251887439945093,0.131091283459163,0.0741249142072752,0.0960878517501716,0.0144131777625257,684918,NA,NA,NA,NA,NA,NA,NA,NA
307,166,318,91789,655821,8792,0,91789,440456162.822,158135.895772,0,0,440456162.822,1,41130,20350,0.331695331695332,0.198034398034398,0.127764127764128,0.0948402948402948,0.178869778869779,0.0687960687960688,1752477,NA,NA,NA,NA,NA,NA,NA,NA
308,146,319,91792,655821,8795,0,91792,107127768.983,79547.5967033,0,0,107127768.983,1,27800,13870,0.385724585436193,0.250180245133381,0.153568853640952,0.0951694304253785,0.105263157894737,0.0100937274693583,674399,NA,NA,NA,NA,NA,NA,NA,NA
309,350,320,93550,655821,8813,0,93550,4529049439.61,568012.408015,0,0,4529049439.61,1,68600,28800,0.534375,0.254513888888889,0.115972222222222,0.0527777777777778,0.0395833333333333,0.00277777777777778,968712,NA,NA,NA,NA,NA,NA,NA,NA
310,345,321,93510,655821,8805,0,93510,2207110959.18,390627.302372,0,0,2207110959.18,1,6840,3520,0.298295454545455,0.161931818181818,0.122159090909091,0.102272727272727,0.25,0.0653409090909091,308273,NA,NA,NA,NA,NA,NA,NA,NA
311,323,322,91702,655821,8759,0,91702,1650150754.35,335452.436919,0,0,1650150754.35,1,54800,25550,0.453620352250489,0.263013698630137,0.128767123287671,0.0696673189823875,0.0727984344422701,0.012133072407045,1101103,NA,NA,NA,NA,NA,NA,NA,NA
312,31,323,90806,0,8658,0,90806,35246802.5558,36423.4814829,0,0,125454624.287349,4,39590,18060,0.496124031007752,0.27796234772979,0.105758582502769,0.0564784053156146,0.0570321151716501,0.00664451827242525,689343,NA,NA,NA,NA,NA,NA,NA,NA
313,37,324,90630,0,8626,0,90630,1006628.02276,7749.34393222,0,0,1297899.21718,2,47470,23350,0.314346895074946,0.198715203426124,0.137473233404711,0.106638115631692,0.191006423982869,0.0518201284796574,1731324,NA,NA,NA,NA,NA,NA,NA,NA
314,246,325,91204,0,8694,0,91204,96049.9925753,1450.05284366,0,0,31223691.3229851,3,13410,6990,0.483547925608011,0.270386266094421,0.124463519313305,0.0586552217453505,0.0529327610872675,0.0100143061516452,284801,NA,NA,NA,NA,NA,NA,NA,NA
315,247,326,91204,0,8694,0,91204,82193.8161098,1643.07727651,0,0,31223691.3229851,3,13410,6990,0.483547925608011,0.270386266094421,0.124463519313305,0.0586552217453505,0.0529327610872675,0.0100143061516452,284801,NA,NA,NA,NA,NA,NA,NA,NA
316,209,327,90026,0,8523,0,90026,221902.060975,2651.02042293,363,0.71,114217283.680975,2,53830,31610,0.452388484656754,0.268585890540968,0.119898766213224,0.061056627649478,0.0724454286618159,0.0256248022777602,1533521,1407,7365,4715,12080,44808,0.202,0.322,26715
317,207,328,90039,0,8535,0,90039,20626.0996957,1057.60027333,181,0.03,113047928.528696,2,25580,15080,0.331564986737401,0.240053050397878,0.142572944297082,0.0915119363395226,0.130636604774536,0.0636604774535809,1095125,273,1746,1312,3058,73014,0.09,0.164,12443
318,1,329,90704,0,8636,0,90704,178901.977627,1696.41170188,0,0,3823319074.44872,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,2,330,90704,0,8636,0,90704,273754.127704,2132.34394053,0,0,3823319074.44872,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,7,331,90704,0,8636,0,90704,2083688812.67,330369.216503,0,0,3823319074.44872,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,6,332,90704,0,8636,0,90704,188867.433724,1918.4957517,0,0,3823319074.44872,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,4,333,90704,0,8636,0,90704,428950.886799,2514.53207685,0,0,3823319074.44872,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,3,334,90704,0,8636,0,90704,220217.542868,1934.34770699,0,0,3823319074.44872,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
